Region,Category,Sub-Category,Year,Month,Sales
Central,Technology,Phones,2016,December,2967.7580000000003
Central,Technology,Phones,2016,February,834.95
Central,Technology,Phones,2016,July,2905.904
Central,Technology,Phones,2016,June,1583.74
Central,Technology,Phones,2016,March,1462.47
Central,Technology,Phones,2016,May,2324.226
Central,Technology,Phones,2016,November,1547.514
Central,Technology,Phones,2016,October,1029.0739999999998
Central,Technology,Phones,2016,September,2882.684
Central,Technology,Phones,2017,April,1160.426
Central,Technology,Phones,2017,August,224.75
Central,Technology,Phones,2017,December,3289.08
Central,Technology,Phones,2017,February,69.93
Central,Technology,Phones,2017,January,1620.928
Central,Technology,Phones,2017,July,2153.67
Central,Technology,Phones,2017,June,1539.064
Central,Technology,Phones,2017,March,1412.626
Central,Technology,Phones,2017,May,2491.414
Central,Technology,Phones,2017,November,2900.63
Central,Technology,Phones,2017,October,843.05
Central,Technology,Phones,2017,September,1801.354
Central,Technology,Phones,2018,April,383.84
Central,Technology,Phones,2018,August,1704.058
Central,Technology,Phones,2018,December,2884.42
Central,Technology,Phones,2018,February,563.128
Central,Technology,Phones,2018,January,2375.158
Central,Technology,Phones,2018,July,871.482
Central,Technology,Phones,2018,June,2593.9199999999996
Central,Technology,Phones,2018,March,1099.888
Central,Technology,Phones,2018,May,872.392
Central,Technology,Phones,2018,November,3339.364
Central,Technology,Phones,2018,October,3186.056
Central,Technology,Phones,2018,September,3269.6499999999996
East,Furniture,Bookcases,2015,December,2799.368
East,Furniture,Bookcases,2015,January,61.96
East,Furniture,Bookcases,2015,June,353.568
East,Furniture,Bookcases,2015,March,302.45
East,Furniture,Bookcases,2015,May,349.965
East,Furniture,Bookcases,2015,November,5831.6320000000005
East,Furniture,Bookcases,2015,September,1164.508
East,Furniture,Bookcases,2016,April,352.45
East,Furniture,Bookcases,2016,August,301.47
East,Furniture,Bookcases,2016,December,449.568
East,Furniture,Bookcases,2016,February,283.92
East,Furniture,Bookcases,2016,January,452.45
East,Furniture,Bookcases,2016,July,301.96
East,Furniture,Bookcases,2016,June,482.94
East,Furniture,Bookcases,2016,November,5743.306
East,Furniture,Bookcases,2016,October,1560.9779999999998
East,Furniture,Bookcases,2016,September,9724.398
East,Furniture,Bookcases,2017,April,388.704
East,Furniture,Bookcases,2017,August,163.88
East,Furniture,Bookcases,2017,December,81.94
East,Furniture,Bookcases,2017,January,173.94
East,Furniture,Bookcases,2017,July,756.586
East,Furniture,Bookcases,2017,June,490.352
East,Furniture,Bookcases,2017,March,778.229
East,Furniture,Bookcases,2017,November,200.538
East,Furniture,Bookcases,2017,October,1164.9
East,Furniture,Bookcases,2017,September,1765.152
East,Furniture,Bookcases,2018,April,242.352
East,Furniture,Bookcases,2018,August,130.98
East,Furniture,Bookcases,2018,December,1024.076
East,Furniture,Bookcases,2018,February,240.784
East,Furniture,Bookcases,2018,July,87.21
East,Furniture,Bookcases,2018,June,1039.604
East,Furniture,Bookcases,2018,March,699.528
East,Furniture,Bookcases,2018,May,115.96
East,Furniture,Bookcases,2018,November,505.53599999999994
East,Furniture,Bookcases,2018,October,2469.252
East,Furniture,Bookcases,2018,September,782.94
East,Furniture,Chairs,2015,April,562.744
East,Furniture,Chairs,2015,August,1133.35
East,Furniture,Chairs,2015,December,3160.642
East,Furniture,Chairs,2015,July,1091.008
East,Furniture,Chairs,2015,June,2252.453
East,Furniture,Chairs,2015,March,366.786
East,Furniture,Chairs,2015,May,872.32
East,Furniture,Chairs,2015,November,1474.134
East,Furniture,Chairs,2015,October,4252.482
East,Furniture,Chairs,2015,September,6842.349
East,Furniture,Chairs,2016,April,1395.2939999999999
East,Furniture,Chairs,2016,August,709.438
East,Furniture,Chairs,2016,December,2311.245
East,Furniture,Chairs,2016,February,1359.702
East,Furniture,Chairs,2016,January,181.986
East,Furniture,Chairs,2016,July,2423.508
East,Furniture,Chairs,2016,June,1640.52
East,Furniture,Chairs,2016,March,482.97900000000004
East,Furniture,Chairs,2016,May,1288.938
East,Furniture,Chairs,2016,November,6746.772000000001
East,Furniture,Chairs,2016,October,291.1
East,Furniture,Chairs,2016,September,1177.79
East,Furniture,Chairs,2017,April,2410.884
East,Furniture,Chairs,2017,August,932.508
East,Furniture,Chairs,2017,December,5738.924
East,Furniture,Chairs,2017,February,554.606
East,Furniture,Chairs,2017,July,661.77
East,Furniture,Chairs,2017,June,863.428
East,Furniture,Chairs,2017,March,1069.576
East,Furniture,Chairs,2017,May,442.764
East,Furniture,Chairs,2017,November,5440.469
East,Furniture,Chairs,2017,October,1519.771
East,Furniture,Chairs,2017,September,2802.609
East,Furniture,Chairs,2018,April,908.82
East,Furniture,Chairs,2018,August,6658.638000000001
East,Furniture,Chairs,2018,December,3902.726
East,Furniture,Chairs,2018,February,899.43
East,Furniture,Chairs,2018,January,1095.117
East,Furniture,Chairs,2018,July,1098.0259999999998
East,Furniture,Chairs,2018,June,1982.766
East,Furniture,Chairs,2018,March,479.61
East,Furniture,Chairs,2018,May,896.4399999999999
East,Furniture,Chairs,2018,November,3983.346
East,Furniture,Chairs,2018,October,367.146
East,Furniture,Chairs,2018,September,8960.595
East,Furniture,Furnishings,2015,April,39.796
East,Furniture,Furnishings,2015,August,23.96
East,Furniture,Furnishings,2015,December,591.268
East,Furniture,Furnishings,2015,January,137.044
East,Furniture,Furnishings,2015,July,225.102
East,Furniture,Furnishings,2015,June,74.904
East,Furniture,Furnishings,2015,March,8.32
East,Furniture,Furnishings,2015,May,316.552
East,Furniture,Furnishings,2015,November,947.826
East,Furniture,Furnishings,2015,October,256.238
East,Furniture,Furnishings,2015,September,1067.602
East,Furniture,Furnishings,2016,April,728.3
East,Furniture,Furnishings,2016,August,358.466
East,Furniture,Furnishings,2016,December,1028.024
East,Furniture,Furnishings,2016,July,1247.056
East,Furniture,Furnishings,2016,June,149.752
East,Furniture,Furnishings,2016,March,33.568
East,Furniture,Furnishings,2016,May,186.64
East,Furniture,Furnishings,2016,November,912.324
East,Furniture,Furnishings,2016,October,64.944
East,Furniture,Furnishings,2016,September,553.46
East,Furniture,Furnishings,2017,April,92.6
East,Furniture,Furnishings,2017,August,19.312
East,Furniture,Furnishings,2017,December,1818.8799999999999
East,Furniture,Furnishings,2017,February,259.77000000000004
East,Furniture,Furnishings,2017,January,438.72999999999996
East,Furniture,Furnishings,2017,July,204.348
East,Furniture,Furnishings,2017,June,145.9
East,Furniture,Furnishings,2017,March,1586.616
East,Furniture,Furnishings,2017,May,762.014
East,Furniture,Furnishings,2017,November,658.752
East,Furniture,Furnishings,2017,October,1289.692
East,Furniture,Furnishings,2017,September,1460.556
East,Furniture,Furnishings,2018,April,545.634
East,Furniture,Furnishings,2018,August,255.51999999999998
East,Furniture,Furnishings,2018,December,1228.422
East,Furniture,Furnishings,2018,February,177.71200000000002
East,Furniture,Furnishings,2018,January,118.544
East,Furniture,Furnishings,2018,July,972.1139999999999
East,Furniture,Furnishings,2018,June,380.784
East,Furniture,Furnishings,2018,March,245.31
East,Furniture,Furnishings,2018,May,1033.578
East,Furniture,Furnishings,2018,November,3731.966
East,Furniture,Furnishings,2018,October,1116.0559999999998
East,Furniture,Furnishings,2018,September,651.37
East,Furniture,Tables,2015,April,326.874
East,Furniture,Tables,2015,August,853.092
East,Furniture,Tables,2015,December,713.61
East,Furniture,Tables,2015,July,70.56
East,Furniture,Tables,2015,June,991.764
East,Furniture,Tables,2015,March,3265.23
East,Furniture,Tables,2015,May,894.306
East,Furniture,Tables,2015,October,2216.94
East,Furniture,Tables,2015,September,940.74
East,Furniture,Tables,2016,August,667.17
East,Furniture,Tables,2016,December,2653.742
East,Furniture,Tables,2016,February,493.92
East,Furniture,Tables,2016,January,1018.104
East,Furniture,Tables,2016,July,1290.618
East,Furniture,Tables,2016,November,1698.772
East,Furniture,Tables,2016,October,209.67
East,Furniture,Tables,2016,September,852.81
East,Furniture,Tables,2017,April,205.176
East,Furniture,Tables,2017,August,1510.975
East,Furniture,Tables,2017,December,1407.807
East,Furniture,Tables,2017,February,550.431
East,Furniture,Tables,2017,January,495.519
East,Furniture,Tables,2017,June,714.0419999999999
East,Furniture,Tables,2017,March,1080.598
East,Furniture,Tables,2017,May,174.286
East,Furniture,Tables,2017,November,313.176
East,Furniture,Tables,2017,October,1373.318
East,Furniture,Tables,2018,April,1048.35
East,Furniture,Tables,2018,August,1802.956
East,Furniture,Tables,2018,December,799.642
East,Furniture,Tables,2018,February,455.97
East,Furniture,Tables,2018,July,664.179
East,Furniture,Tables,2018,June,1429.3980000000001
East,Furniture,Tables,2018,March,154.764
East,Furniture,Tables,2018,May,373.47
East,Furniture,Tables,2018,November,2662.146
East,Furniture,Tables,2018,October,1836.348
East,Furniture,Tables,2018,September,598.7460000000001
East,Office Supplies,Appliances,2015,August,181.43
East,Office Supplies,Appliances,2015,December,2081.208
East,Office Supplies,Appliances,2015,July,39.48
East,Office Supplies,Appliances,2015,June,119.676
East,Office Supplies,Appliances,2015,May,785.316
East,Office Supplies,Appliances,2015,November,610.0600000000001
East,Office Supplies,Appliances,2015,October,213.712
East,Office Supplies,Appliances,2015,September,1748.32
East,Office Supplies,Appliances,2016,April,1126.498
East,Office Supplies,Appliances,2016,August,191.5
East,Office Supplies,Appliances,2016,December,1297.656
East,Office Supplies,Appliances,2016,February,26.88
East,Office Supplies,Appliances,2016,July,68.94
East,Office Supplies,Appliances,2016,March,3.552
East,Office Supplies,Appliances,2016,May,202.216
East,Office Supplies,Appliances,2016,November,3148.37
East,Office Supplies,Appliances,2016,September,612.53
East,Office Supplies,Appliances,2017,August,1509.672
East,Office Supplies,Appliances,2017,December,1783.928
East,Office Supplies,Appliances,2017,February,170.88
East,Office Supplies,Appliances,2017,July,1206.5
East,Office Supplies,Appliances,2017,June,1237.836
East,Office Supplies,Appliances,2017,March,901.95
East,Office Supplies,Appliances,2017,May,1064.508
East,Office Supplies,Appliances,2017,November,557.684
East,Office Supplies,Appliances,2017,October,73.11
East,Office Supplies,Appliances,2017,September,886.986
East,Office Supplies,Appliances,2018,April,458.274
East,Office Supplies,Appliances,2018,August,744.1120000000001
East,Office Supplies,Appliances,2018,December,2839.132
East,Office Supplies,Appliances,2018,February,32.67
East,Office Supplies,Appliances,2018,January,2501.4840000000004
East,Office Supplies,Appliances,2018,July,17.48
East,Office Supplies,Appliances,2018,June,17.48
East,Office Supplies,Appliances,2018,March,465.16
East,Office Supplies,Appliances,2018,May,406.46999999999997
East,Office Supplies,Appliances,2018,November,3613.89
East,Office Supplies,Appliances,2018,October,1068.688
East,Office Supplies,Appliances,2018,September,103.84
East,Office Supplies,Art,2015,April,23.196
East,Office Supplies,Art,2015,August,43.792
East,Office Supplies,Art,2015,December,109.776
East,Office Supplies,Art,2015,February,19.456
East,Office Supplies,Art,2015,January,19.536
East,Office Supplies,Art,2015,July,71.06400000000001
East,Office Supplies,Art,2015,June,402.08
East,Office Supplies,Art,2015,March,133.126
East,Office Supplies,Art,2015,May,90.648
East,Office Supplies,Art,2015,November,60.374
East,Office Supplies,Art,2015,October,105.23400000000001
East,Office Supplies,Art,2015,September,211.92000000000002
East,Office Supplies,Art,2016,April,104.878
East,Office Supplies,Art,2016,August,174.94
East,Office Supplies,Art,2016,December,106.41199999999999
East,Office Supplies,Art,2016,February,322.85400000000004
East,Office Supplies,Art,2016,January,86.408
East,Office Supplies,Art,2016,July,122.83999999999999
East,Office Supplies,Art,2016,June,11.44
East,Office Supplies,Art,2016,March,17.52
East,Office Supplies,Art,2016,May,308.692
East,Office Supplies,Art,2016,November,280.63
East,Office Supplies,Art,2016,October,22.68
East,Office Supplies,Art,2016,September,148.072
East,Office Supplies,Art,2017,April,605.16
East,Office Supplies,Art,2017,August,131.764
East,Office Supplies,Art,2017,December,53.96
East,Office Supplies,Art,2017,February,119.084
East,Office Supplies,Art,2017,January,26.582
East,Office Supplies,Art,2017,July,75.94
East,Office Supplies,Art,2017,June,37.379999999999995
East,Office Supplies,Art,2017,March,117.856
East,Office Supplies,Art,2017,May,105.52
East,Office Supplies,Art,2017,November,295.44
East,Office Supplies,Art,2017,October,169.222
East,Office Supplies,Art,2017,September,98.808
East,Office Supplies,Art,2018,April,165.426
East,Office Supplies,Art,2018,August,601.1
East,Office Supplies,Art,2018,December,122.964
East,Office Supplies,Art,2018,February,10.71
East,Office Supplies,Art,2018,January,22.304000000000002
East,Office Supplies,Art,2018,July,423.21999999999997
East,Office Supplies,Art,2018,June,101.708
East,Office Supplies,Art,2018,March,134.918
East,Office Supplies,Art,2018,May,127.822
East,Office Supplies,Art,2018,November,535.976
East,Office Supplies,Art,2018,October,129.886
East,Office Supplies,Art,2018,September,220.656
East,Office Supplies,Binders,2015,April,601.8820000000001
East,Office Supplies,Binders,2015,August,404.144
East,Office Supplies,Binders,2015,December,520.6479999999999
East,Office Supplies,Binders,2015,January,25.954
East,Office Supplies,Binders,2015,July,84.234
East,Office Supplies,Binders,2015,June,697.692
East,Office Supplies,Binders,2015,March,201.564
East,Office Supplies,Binders,2015,May,632.266
East,Office Supplies,Binders,2015,November,2681.625
East,Office Supplies,Binders,2015,October,115.654
East,Office Supplies,Binders,2015,September,349.662
East,Office Supplies,Binders,2016,April,219.62599999999998
East,Office Supplies,Binders,2016,August,1886.6419999999998
East,Office Supplies,Binders,2016,December,970.4359999999999
East,Office Supplies,Binders,2016,February,2600.9570000000003
East,Office Supplies,Binders,2016,January,13.168
East,Office Supplies,Binders,2016,July,681.608
East,Office Supplies,Binders,2016,June,4324.356
East,Office Supplies,Binders,2016,March,774.2160000000001
East,Office Supplies,Binders,2016,May,54.168000000000006
East,Office Supplies,Binders,2016,November,553.013
East,Office Supplies,Binders,2016,October,88.8
East,Office Supplies,Binders,2016,September,898.5790000000001
East,Office Supplies,Binders,2017,April,929.5540000000001
East,Office Supplies,Binders,2017,August,687.48
East,Office Supplies,Binders,2017,December,4399.901
East,Office Supplies,Binders,2017,February,398.352
East,Office Supplies,Binders,2017,January,223.572
East,Office Supplies,Binders,2017,July,1435.176
East,Office Supplies,Binders,2017,June,423.944
East,Office Supplies,Binders,2017,March,749.884
East,Office Supplies,Binders,2017,May,215.414
East,Office Supplies,Binders,2017,November,1401.362
East,Office Supplies,Binders,2017,October,430.26000000000005
East,Office Supplies,Binders,2017,September,7490.218999999999
East,Office Supplies,Binders,2018,April,126.444
East,Office Supplies,Binders,2018,August,5805.179999999999
East,Office Supplies,Binders,2018,December,1084.416
East,Office Supplies,Binders,2018,February,71.98
East,Office Supplies,Binders,2018,January,274.491
East,Office Supplies,Binders,2018,July,1045.682
East,Office Supplies,Binders,2018,June,352.349
East,Office Supplies,Binders,2018,March,281.974
East,Office Supplies,Binders,2018,May,1129.157
East,Office Supplies,Binders,2018,November,1649.97
East,Office Supplies,Binders,2018,October,265.44399999999996
East,Office Supplies,Binders,2018,September,1002.6759999999999
East,Office Supplies,Envelopes,2015,April,247.84
East,Office Supplies,Envelopes,2015,August,135.184
East,Office Supplies,Envelopes,2015,December,379.16
East,Office Supplies,Envelopes,2015,June,66.29599999999999
East,Office Supplies,Envelopes,2015,March,11.36
East,Office Supplies,Envelopes,2015,November,159.828
East,Office Supplies,Envelopes,2015,October,268.424
East,Office Supplies,Envelopes,2015,September,79.53
East,Office Supplies,Envelopes,2016,December,37.812
East,Office Supplies,Envelopes,2016,January,17.48
East,Office Supplies,Envelopes,2016,July,137.25
East,Office Supplies,Envelopes,2016,June,6.208
East,Office Supplies,Envelopes,2016,March,52.260000000000005
East,Office Supplies,Envelopes,2016,May,200.984
East,Office Supplies,Envelopes,2016,November,131.0
East,Office Supplies,Envelopes,2016,October,131.07999999999998
East,Office Supplies,Envelopes,2016,September,98.796
East,Office Supplies,Envelopes,2017,April,17.131999999999998
East,Office Supplies,Envelopes,2017,August,134.288
East,Office Supplies,Envelopes,2017,December,361.92
East,Office Supplies,Envelopes,2017,February,104.29599999999999
East,Office Supplies,Envelopes,2017,January,92.22
East,Office Supplies,Envelopes,2017,June,115.02
East,Office Supplies,Envelopes,2017,March,229.24
East,Office Supplies,Envelopes,2017,May,36.224
East,Office Supplies,Envelopes,2017,November,40.752
East,Office Supplies,Envelopes,2018,April,79.94
East,Office Supplies,Envelopes,2018,December,173.11599999999999
East,Office Supplies,Envelopes,2018,January,2.04
East,Office Supplies,Envelopes,2018,March,113.826
East,Office Supplies,Envelopes,2018,November,273.516
East,Office Supplies,Envelopes,2018,October,143.56
East,Office Supplies,Envelopes,2018,September,60.664
East,Office Supplies,Fasteners,2015,April,30.992
East,Office Supplies,Fasteners,2015,August,45.775999999999996
East,Office Supplies,Fasteners,2015,March,10.464
East,Office Supplies,Fasteners,2015,November,9.68
East,Office Supplies,Fasteners,2016,April,24.44
East,Office Supplies,Fasteners,2016,August,10.65
East,Office Supplies,Fasteners,2016,December,27.784
East,Office Supplies,Fasteners,2016,July,27.32
East,Office Supplies,Fasteners,2016,May,15.599999999999998
East,Office Supplies,Fasteners,2016,November,42.94
East,Office Supplies,Fasteners,2016,September,42.92
East,Office Supplies,Fasteners,2017,August,22.264
East,Office Supplies,Fasteners,2017,December,57.604
East,Office Supplies,Fasteners,2017,February,45.199999999999996
East,Office Supplies,Fasteners,2017,January,7.56
East,Office Supplies,Fasteners,2017,July,43.68
East,Office Supplies,Fasteners,2017,June,13.608
East,Office Supplies,Fasteners,2017,March,5.984
East,Office Supplies,Fasteners,2017,May,7.216
East,Office Supplies,Fasteners,2017,November,83.696
East,Office Supplies,Fasteners,2017,October,40.67
East,Office Supplies,Fasteners,2017,September,16.688
East,Office Supplies,Fasteners,2018,April,15.08
East,Office Supplies,Fasteners,2018,December,87.946
East,Office Supplies,Fasteners,2018,February,21.456
East,Office Supplies,Fasteners,2018,June,14.13
East,Office Supplies,Fasteners,2018,May,11.29
East,Office Supplies,Fasteners,2018,October,17.9
East,Office Supplies,Fasteners,2018,September,19.18
East,Office Supplies,Labels,2015,April,17.892
East,Office Supplies,Labels,2015,December,51.84
East,Office Supplies,Labels,2015,January,30.072
East,Office Supplies,Labels,2015,July,14.4
East,Office Supplies,Labels,2015,March,15.12
East,Office Supplies,Labels,2015,November,202.09
East,Office Supplies,Labels,2015,September,184.728
East,Office Supplies,Labels,2016,April,45.834
East,Office Supplies,Labels,2016,August,6.912
East,Office Supplies,Labels,2016,December,35.782
East,Office Supplies,Labels,2016,February,3.15
East,Office Supplies,Labels,2016,January,23.68
East,Office Supplies,Labels,2016,July,12.39
East,Office Supplies,Labels,2016,June,5.904
East,Office Supplies,Labels,2016,March,16.52
East,Office Supplies,Labels,2016,May,158.106
East,Office Supplies,Labels,2016,September,176.48399999999998
East,Office Supplies,Labels,2017,April,20.7
East,Office Supplies,Labels,2017,August,100.24
East,Office Supplies,Labels,2017,December,143.774
East,Office Supplies,Labels,2017,February,8.67
East,Office Supplies,Labels,2017,July,40.61
East,Office Supplies,Labels,2017,June,221.966
East,Office Supplies,Labels,2017,May,65.02
East,Office Supplies,Labels,2017,November,42.652
East,Office Supplies,Labels,2017,October,29.828
East,Office Supplies,Labels,2017,September,105.696
East,Office Supplies,Labels,2018,April,29.130000000000003
East,Office Supplies,Labels,2018,August,42.184
East,Office Supplies,Labels,2018,December,112.056
East,Office Supplies,Labels,2018,February,20.7
East,Office Supplies,Labels,2018,January,5.22
East,Office Supplies,Labels,2018,July,52.534
East,Office Supplies,Labels,2018,June,9.82
East,Office Supplies,Labels,2018,March,146.56
East,Office Supplies,Labels,2018,May,150.304
East,Office Supplies,Labels,2018,October,99.13
East,Office Supplies,Labels,2018,September,107.216
East,Office Supplies,Paper,2015,April,55.48
East,Office Supplies,Paper,2015,August,416.236
East,Office Supplies,Paper,2015,December,680.92
East,Office Supplies,Paper,2015,January,37.408
East,Office Supplies,Paper,2015,July,292.09999999999997
East,Office Supplies,Paper,2015,June,412.866
East,Office Supplies,Paper,2015,March,584.564
East,Office Supplies,Paper,2015,May,204.736
East,Office Supplies,Paper,2015,November,288.168
East,Office Supplies,Paper,2015,October,152.096
East,Office Supplies,Paper,2015,September,518.88
East,Office Supplies,Paper,2016,April,40.368
East,Office Supplies,Paper,2016,August,366.428
East,Office Supplies,Paper,2016,December,1104.768
East,Office Supplies,Paper,2016,February,58.6
East,Office Supplies,Paper,2016,January,20.04
East,Office Supplies,Paper,2016,July,143.02
East,Office Supplies,Paper,2016,June,191.768
East,Office Supplies,Paper,2016,March,97.896
East,Office Supplies,Paper,2016,May,385.50800000000004
East,Office Supplies,Paper,2016,November,596.432
East,Office Supplies,Paper,2016,October,269.786
East,Office Supplies,Paper,2016,September,597.64
East,Office Supplies,Paper,2017,April,730.2199999999999
East,Office Supplies,Paper,2017,August,275.39
East,Office Supplies,Paper,2017,December,392.772
East,Office Supplies,Paper,2017,February,35.122
East,Office Supplies,Paper,2017,January,238.964
East,Office Supplies,Paper,2017,July,337.756
East,Office Supplies,Paper,2017,June,568.906
East,Office Supplies,Paper,2017,March,289.78000000000003
East,Office Supplies,Paper,2017,May,240.32399999999998
East,Office Supplies,Paper,2017,November,498.81600000000003
East,Office Supplies,Paper,2017,October,637.746
East,Office Supplies,Paper,2017,September,424.914
East,Office Supplies,Paper,2018,April,390.228
East,Office Supplies,Paper,2018,August,345.79999999999995
East,Office Supplies,Paper,2018,December,784.6999999999999
East,Office Supplies,Paper,2018,February,300.764
East,Office Supplies,Paper,2018,January,166.676
East,Office Supplies,Paper,2018,July,648.24
East,Office Supplies,Paper,2018,June,799.204
East,Office Supplies,Paper,2018,March,506.14
East,Office Supplies,Paper,2018,May,132.93599999999998
East,Office Supplies,Paper,2018,November,1286.286
East,Office Supplies,Paper,2018,October,541.462
East,Office Supplies,Paper,2018,September,1449.26
East,Office Supplies,Storage,2015,April,769.234
East,Office Supplies,Storage,2015,August,492.64
East,Office Supplies,Storage,2015,December,1630.562
East,Office Supplies,Storage,2015,February,64.96
East,Office Supplies,Storage,2015,July,25.984
East,Office Supplies,Storage,2015,June,1676.88
East,Office Supplies,Storage,2015,March,44.672
East,Office Supplies,Storage,2015,November,5252.7080000000005
East,Office Supplies,Storage,2015,October,902.086
East,Office Supplies,Storage,2015,September,5347.536
East,Office Supplies,Storage,2016,April,746.3679999999999
East,Office Supplies,Storage,2016,August,2078.44
East,Office Supplies,Storage,2016,December,680.3439999999999
East,Office Supplies,Storage,2016,February,77.24
East,Office Supplies,Storage,2016,January,550.7
East,Office Supplies,Storage,2016,July,738.836
East,Office Supplies,Storage,2016,June,108.156
East,Office Supplies,Storage,2016,March,687.04
East,Office Supplies,Storage,2016,May,908.18
East,Office Supplies,Storage,2016,November,1224.626
East,Office Supplies,Storage,2016,October,92.55799999999999
East,Office Supplies,Storage,2016,September,4247.378
East,Office Supplies,Storage,2017,April,708.76
East,Office Supplies,Storage,2017,August,1645.244
East,Office Supplies,Storage,2017,December,4387.1720000000005
East,Office Supplies,Storage,2017,February,657.27
East,Office Supplies,Storage,2017,January,1992.97
East,Office Supplies,Storage,2017,July,546.25
East,Office Supplies,Storage,2017,June,3038.334
East,Office Supplies,Storage,2017,March,1512.72
East,Office Supplies,Storage,2017,May,2361.584
East,Office Supplies,Storage,2017,November,1176.3
East,Office Supplies,Storage,2017,October,1480.46
East,Office Supplies,Storage,2017,September,2552.25
East,Office Supplies,Storage,2018,April,3788.712
East,Office Supplies,Storage,2018,August,1931.458
East,Office Supplies,Storage,2018,December,1434.32
East,Office Supplies,Storage,2018,February,1031.512
East,Office Supplies,Storage,2018,July,992.768
East,Office Supplies,Storage,2018,June,2681.922
East,Office Supplies,Storage,2018,March,251.474
East,Office Supplies,Storage,2018,May,243.60399999999998
East,Office Supplies,Storage,2018,November,4422.192
East,Office Supplies,Storage,2018,October,1300.574
East,Office Supplies,Storage,2018,September,943.678
East,Office Supplies,Supplies,2015,April,10.304
East,Office Supplies,Supplies,2015,August,111.484
East,Office Supplies,Supplies,2015,June,17.14
East,Office Supplies,Supplies,2015,March,18.62
East,Office Supplies,Supplies,2015,May,5.04
East,Office Supplies,Supplies,2015,November,297.984
East,Office Supplies,Supplies,2016,August,3.488
East,Office Supplies,Supplies,2016,May,357.93
East,Office Supplies,Supplies,2016,November,43.08
East,Office Supplies,Supplies,2016,September,721.8480000000001
East,Office Supplies,Supplies,2017,April,913.474
East,Office Supplies,Supplies,2017,August,27.93
East,Office Supplies,Supplies,2017,December,27.232
East,Office Supplies,Supplies,2017,February,25.71
East,Office Supplies,Supplies,2017,July,17.472
East,Office Supplies,Supplies,2017,June,835.17
East,Office Supplies,Supplies,2017,May,120.07
East,Office Supplies,Supplies,2017,November,14.72
East,Office Supplies,Supplies,2017,October,7.36
East,Office Supplies,Supplies,2017,September,61.599999999999994
East,Office Supplies,Supplies,2018,April,417.98
East,Office Supplies,Supplies,2018,August,70.12
East,Office Supplies,Supplies,2018,December,794.73
East,Office Supplies,Supplies,2018,February,25.02
East,Office Supplies,Supplies,2018,July,46.936
East,Office Supplies,Supplies,2018,June,59.09
East,Office Supplies,Supplies,2018,March,347.58
East,Office Supplies,Supplies,2018,May,17.0
East,Office Supplies,Supplies,2018,November,384.592
East,Office Supplies,Supplies,2018,September,4854.632
East,Technology,Accessories,2015,April,276.764
East,Technology,Accessories,2015,August,605.37
East,Technology,Accessories,2015,December,2368.228
East,Technology,Accessories,2015,February,115.36
East,Technology,Accessories,2015,July,259.96
East,Technology,Accessories,2015,June,182.344
East,Technology,Accessories,2015,March,479.97
East,Technology,Accessories,2015,November,517.472
East,Technology,Accessories,2015,October,360.264
East,Technology,Accessories,2015,September,736.836
East,Technology,Accessories,2016,April,184.74
East,Technology,Accessories,2016,August,526.684
East,Technology,Accessories,2016,December,7069.96
East,Technology,Accessories,2016,February,71.976
East,Technology,Accessories,2016,January,99.968
East,Technology,Accessories,2016,July,2944.35
East,Technology,Accessories,2016,June,387.964
East,Technology,Accessories,2016,March,161.958
East,Technology,Accessories,2016,May,27.552
East,Technology,Accessories,2016,November,2859.654
East,Technology,Accessories,2016,October,534.9739999999999
East,Technology,Accessories,2016,September,2961.666
East,Technology,Accessories,2017,April,89.97
East,Technology,Accessories,2017,August,577.894
East,Technology,Accessories,2017,December,592.072
East,Technology,Accessories,2017,February,89.97
East,Technology,Accessories,2017,January,812.086
East,Technology,Accessories,2017,July,30.84
East,Technology,Accessories,2017,June,475.9
East,Technology,Accessories,2017,March,895.6419999999999
East,Technology,Accessories,2017,May,917.658
East,Technology,Accessories,2017,November,1071.156
East,Technology,Accessories,2017,October,98.16
East,Technology,Accessories,2017,September,580.03
East,Technology,Accessories,2018,April,197.09
East,Technology,Accessories,2018,August,1143.068
East,Technology,Accessories,2018,December,854.26
East,Technology,Accessories,2018,February,1319.8
East,Technology,Accessories,2018,January,521.886
East,Technology,Accessories,2018,July,1371.996
East,Technology,Accessories,2018,June,1260.58
East,Technology,Accessories,2018,March,665.604
East,Technology,Accessories,2018,May,633.388
East,Technology,Accessories,2018,November,1723.044
East,Technology,Accessories,2018,October,1179.33
East,Technology,Accessories,2018,September,3070.8
East,Technology,Copiers,2015,December,1739.9640000000002
East,Technology,Copiers,2015,July,559.992
East,Technology,Copiers,2015,May,1799.97
East,Technology,Copiers,2016,December,799.984
East,Technology,Copiers,2016,May,2799.944
East,Technology,Copiers,2016,September,1359.968
East,Technology,Copiers,2017,December,2479.944
East,Technology,Copiers,2017,July,1439.976
East,Technology,Copiers,2017,May,9239.964
East,Technology,Copiers,2017,November,1199.976
East,Technology,Copiers,2017,October,5399.91
East,Technology,Copiers,2018,December,1199.98
East,Technology,Copiers,2018,July,599.97
East,Technology,Copiers,2018,November,11399.952
East,Technology,Copiers,2018,October,11199.968
East,Technology,Machines,2015,December,6999.96
East,Technology,Machines,2015,June,272.961
East,Technology,Machines,2015,November,3991.98
East,Technology,Machines,2015,October,101.994
